coreType;CPUmodel;numberCPUs;CPU_model_n_cores;tdpCPU;CPU_die_area;usageCPUradio;usageCPU;GPUmodel;numberGPUs;tdpGPU;GPU_die_area;GPU_memory;usageGPUradio;usageGPU;memory;runTime_hour;runTime_min;platformType;locationContinent;locationCountry;locationRegion;provider;serverContinent;server;location;carbonIntensity;PUE;PUEradio;mult_factor;mult_factor_radio;appVersion;energy_needed;carbonEmissions;manufacturing_carbonEmissions;manufacturing_abiotic_resources;runTime;power_needed;CE_CPU;CE_GPU;CE_core;CE_memory;manufacturing_CE_CPU;manufacturing_CE_GPU;manufacturing_CE_memory;manufacturing_CE_other;manufacturing_ADP_CPU;manufacturing_ADP_GPU;manufacturing_ADP_memory;manufacturing_ADP_other
string;string;unit;unit;Watt;cm2;< 1;string;string;unit;Watt;cm2;GB;str;< 1;GB;hour;minutes;string;string;string;string;string;string;string;string;gCO2e/kWh;> 1;string;> 0;string;string;kWh;gCO2e;gCO2e;kgSbe;hour;Watt;gCO2e;gCO2e;gCO2e;gCO2e;gCO2e;gCO2e;gCO2e;gCO2e;kgSbe;kgSbe;kgSbe;kgSbe
GPU;None;0;0;0;0;No;1;NVIDIA H100 PCIe;16;350;8.14;80;No;1;512;9;0;localServer;Europe;Switzerland;CH;None;None;None;CH;40.76;1.25;Yes;2;Yes;v3.1;130.2912;5310.669312;9957.949325420095;0.0012665698330158802;9;7238.4;0;5135.759999999999;5135.759999999999;174.909312;0;4494.86424388323;1404.2760466292673;4058.809034907598;0;0.0006469323032542295;9.08258665172975e-05;0.0005288116632443531
